ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_FileLocation,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Series,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_TifNum,Metadata_Well,Metadata_Z,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_YFP,Intensity_IntegratedIntensity_YFP,Intensity_LowerQuartileIntensity_YFP,Intensity_MADIntensity_YFP,Intensity_MassDisplacement_YFP,Intensity_MaxIntensityEdge_YFP,Intensity_MaxIntensity_YFP,Intensity_MeanIntensityEdge_YFP,Intensity_MeanIntensity_YFP,Intensity_MedianIntensity_YFP,Intensity_MinIntensityEdge_YFP,Intensity_MinIntensity_YFP,Intensity_StdIntensityEdge_YFP,Intensity_StdIntensity_YFP,Intensity_UpperQuartileIntensity_YFP,Location_CenterMassIntensity_X_YFP,Location_CenterMassIntensity_Y_YFP,Location_CenterMassIntensity_Z_YFP,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_YFP,Location_MaxIntensity_Y_YFP,Location_MaxIntensity_Z_YFP,Number_Object_Number,Parent_Trans_1,TrackObjects_Displacement_1500,TrackObjects_DistanceTraveled_1500,TrackObjects_FinalAge_1500,TrackObjects_IntegratedDistance_1500,TrackObjects_Label_1500,TrackObjects_Lifetime_1500,TrackObjects_Linearity_1500,TrackObjects_ParentImageNumber_1500,TrackObjects_ParentObjectNumber_1500,TrackObjects_TrajectoryX_1500,TrackObjects_TrajectoryY_1500
23,1,0,nan,monochrome,nan,nan,22,nan,0,0,nan,1,1,494,442,161,0,nan,nan,22,26485,203.0,142.0,1.0,1.2634160161888066,0.84896224521966668,1.0,0.58832022746456969,0.4648326726322678,257.55360655232909,255.93163149560078,59.033888572581766,23.25924135686536,21.189620100417091,141.72396714082507,136.10510592393689,64.403962176495185,846.16799999999671,0.89140568466755277,2.3953002206981182,90.702403274830431,0.0033722438383847475,4.5777065679430962e-05,0.22630881759297433,0.003570611122995615,0.0037079423200339079,0.0033831924021159861,0.0034246706918946738,0.0034180209040641785,0.0032501716632395983,0.003219653619453311,4.5472534788471293e-05,6.7934932941864635e-05,0.0034637979697436094,216.34666872582301,157.14145041319395,0.0,216.5301868982443,157.00902397583539,197.0,159.0,0.0,1,1,14.295943224694389,1.0712370499711219,nan,53.582919296481187,1,23,0.26680037990451949,22.0,1,0.42307490215156918,0.98415265299661314
24,1,0,nan,monochrome,nan,nan,23,nan,0,0,nan,1,1,494,442,161,0,nan,nan,23,28753,205.0,149.0,1.0,1.3569725895666311,0.8726995593970136,1.0,0.51770827706656586,0.40356744501190389,282.65446496481343,299.10700426436023,59.908263203000637,22.95410727480013,20.518284528683193,142.98420072872068,138.0081892661488,70.004113858099558,946.21199999999612,0.84493094328533647,2.6839246198069304,98.719249233137816,0.0033722438383847475,4.5777065679430962e-05,0.26958913540111512,0.003616388188675046,0.0037994964513927698,0.0033887937118774374,0.0034333547537000598,0.0034180209040641785,0.0032043945975601673,0.0032043945975601673,4.7066868377909124e-05,7.7470316624259989e-05,0.0034790569916367531,216.64897722660223,162.7300495891069,0.0,216.90759225124336,162.65391437415227,194.0,143.0,0.0,1,1,16.958892761320307,5.6574925903161715,nan,59.240411886797361,1,24,0.28627236410386703,23.0,1,0.37740535299906242,5.6448903983168748
25,1,0,nan,monochrome,nan,nan,24,nan,0,0,nan,1,1,494,442,161,0,nan,nan,24,29649,208.0,155.0,1.0,1.3518147836726957,0.87574161179685583,1.0,0.52744965487796203,0.417603848117995,287.09418084896896,301.52943471575043,62.008063991709982,23.513873239208046,21.0,141.87002132868315,138.60335865135434,68.734996039365498,944.55599999999629,0.85998955795335885,2.687067978316918,102.12697029742412,0.0033875028602778912,4.5777065679430962e-05,0.33303380818756789,0.0035553521011024714,0.0038452735170722008,0.0033927625988849977,0.00344453338383838,0.0034180209040641785,0.0032501716632395983,0.003219653619453311,4.8523316792736936e-05,9.0919934663721461e-05,0.0034943160135298967,217.48180614326455,164.19813201798743,0.0,217.78667071402072,164.06408310566968,203.0,163.0,0.0,1,1,18.478535383749236,1.6617324679587988,nan,60.90214435475616,1,25,0.30341354281569155,24.0,1,0.87907846277735757,1.4101687315174161
26,1,0,nan,monochrome,nan,nan,25,nan,0,0,nan,1,1,494,442,161,0,nan,nan,25,30476,203.0,152.0,1.0,1.3343866713584358,0.87233301447575806,1.0,0.53825503355704696,0.47146799446992743,288.49139860514447,300.8537850850476,63.007936008093459,24.034276688079011,21.470910553583888,146.42911677167254,141.04695627349082,66.929705951449037,901.27599999999654,0.86591845432589853,2.5869382766541094,105.48508428176865,0.0033875028602778912,6.1036087572574615e-05,0.39722260523285824,0.003570611122995615,0.0039215688593685627,0.0033949321215933194,0.0034612509608140389,0.0034332799259573221,0.0032654306851327419,0.0032349126413464546,5.0166881147495057e-05,0.000109287020078588,0.0035095750354230404,218.66777149886983,167.37429785917553,0.0,219.00459377871113,167.16373539834623,198.0,171.0,0.0,1,1,21.340831027638519,3.3303424639216743,nan,64.232486818677842,1,26,0.3322435746241873,25.0,1,1.2179230646904102,3.0996522926765522
27,1,0,nan,monochrome,nan,nan,26,nan,0,0,nan,1,1,494,442,161,0,nan,nan,26,30479,203.0,147.0,1.0,1.3174149542930298,0.87032422900146478,1.0,0.55285688372936692,0.4550379953227327,286.26174742799697,301.86917696247161,63.655321851358195,24.248285676162418,21.633307652783937,144.86307789768352,140.97794880176869,69.407579452598839,917.44799999999645,0.87638737132670075,2.6381780721712857,106.19630731339566,0.0033875028602778912,6.1036087572574615e-05,0.53336976784557188,0.0036621652543544769,0.0040436410345137119,0.0033997140105300073,0.003484245129872885,0.0034332799259573221,0.0032654306851327419,0.003219653619453311,5.6369558676897776e-05,0.00013709342663552524,0.0035400930792093277,217.36397480823709,165.46582916414476,0.0,217.79658125266576,165.15384363004034,206.0,174.0,0.0,1,1,19.136164362704577,2.3449859665648938,nan,66.577472785242733,1,27,0.28742701640886276,26.0,1,-1.2080125260453656,-2.0098917683058914
28,1,0,nan,monochrome,nan,nan,27,nan,0,0,nan,1,1,494,442,161,0,nan,nan,27,30483,232.0,196.0,1.0,1.2769108980882722,0.85688447933176204,1.0,0.58648222256426041,0.49633188291422953,279.25132812164856,292.44144713087439,64.845971347493901,24.840032326033317,22.135943621178654,150.41186412947465,143.95642664935465,75.076897235545673,878.51199999999676,0.89476928495949282,2.5382009607274085,106.99668889748864,0.0033875028602778912,7.6295109465718269e-05,0.6866571768645392,0.0036774242762476206,0.0041962312534451485,0.0034024141564710569,0.0035100445788632563,0.0034485389478504658,0.0032654306851327419,0.0032349126413464546,6.2202637104481678e-05,0.00016684748299631227,0.0035858701448887587,217.42293639732193,168.22515954867842,0.0,217.96876947806973,167.80854902732671,206.0,172.0,0.0,1,1,20.997449957841152,2.6602837313619609,nan,69.237756516604691,1,28,0.30326589153427458,27.0,1,0.17218822540397127,2.6547053972863637
29,1,0,nan,monochrome,nan,nan,28,nan,0,0,nan,1,1,494,442,161,0,nan,nan,28,30755,230.0,189.0,1.0,1.2799594621094821,0.85643694768526224,1.0,0.57358399074954769,0.53323606782481792,280.74343302045145,293.06825143641879,65.924198895398035,25.327360876223302,22.825424421026653,150.24964764232868,144.9342573997744,72.486338504436617,851.33999999999673,0.90046699556427412,2.4458686192519963,108.74541875557043,0.0034027618821710348,9.1554131358861923e-05,0.86168450215497638,0.0037079423200339079,0.0043030441738665104,0.0034065022552256215,0.0035358614454745708,0.0034637979697436094,0.0032501716632395983,0.003219653619453311,6.4318563110299021e-05,0.00019848620894104401,0.003616388188675046,218.73528861878498,170.18286975171327,0.0,219.40432450008129,169.63983092180132,210.0,180.0,0.0,1,1,23.30097048804739,2.3268888237844823,nan,71.564645340389177,1,29,0.32559332023821186,28.0,1,1.435555022011556,1.8312818944746141
30,1,0,nan,monochrome,nan,nan,29,nan,0,0,nan,1,1,494,442,161,0,nan,nan,29,32117,228.0,189.0,1.0,1.250957238062623,0.85244509085107023,1.0,0.59453905960755271,0.51091018683078515,282.86186842416203,292.97952146865146,70.51950084905593,26.072523525516459,23.259406699226016,153.38452847530405,147.88492626607754,72.937001356104261,888.79199999999651,0.92135347189351235,2.5484855414833874,114.2697951789014,0.0034027618821710348,9.1554131358861923e-05,0.95316731424407253,0.0037079423200339079,0.0044098575599491596,0.0034070662319296624,0.0035579224453996762,0.0034637979697436094,0.0032501716632395983,0.0032349126413464546,6.3293104177999024e-05,0.00022539884587938471,0.0036469062324613333,218.7650786898289,175.03193697358364,0.0,219.40100258430115,174.32191674191239,200.0,176.0,0.0,1,1,26.774046521966678,4.6820869985519913,nan,76.246732338941172,1,30,0.35115008473999199,29.0,1,-0.0033219157801340771,4.6820858201110696
31,1,0,nan,monochrome,nan,nan,30,nan,0,0,nan,1,1,494,442,161,0,nan,nan,30,32803,228.0,193.0,1.0,1.2692133023605292,0.85544660844122467,1.0,0.59125811103100212,0.56870192991843815,288.52433945853517,292.22593998480011,70.661163307718056,26.568298114716946,24.0,149.18065931986521,149.42416209199283,73.394849499850068,851.37199999999689,0.92209307228492343,2.4710612643975765,117.59072304563597,0.0034027618821710348,0.00010681315325200558,1.1705611825044884,0.0037079423200339079,0.0044251163490116596,0.0034130680447480338,0.0035847551457377671,0.0034790569916367531,0.0031891355756670237,0.0031891355756670237,6.8086428584662875e-05,0.00024738245273651829,0.0037079423200339079,219.37956171375208,176.86255061020339,0.0,220.16699692101332,175.99643325305613,200.0,174.0,0.0,1,1,28.564105328614229,1.8413997040208583,nan,78.08813204296203,1,31,0.36579316960609343,30.0,1,0.76599433671216843,1.6745165111437359
32,1,0,nan,monochrome,nan,nan,31,nan,0,0,nan,1,1,494,442,161,0,nan,nan,31,33486,228.0,198.0,1.0,1.2605495987376496,0.85843689671936729,1.0,0.60247206779295082,0.54445376825676162,291.10380553557184,296.89223634174067,74.215901261117892,27.087247180661958,24.207436873820409,152.80561407281513,149.31272782355956,71.093639816452608,879.13599999999667,0.92639674657297388,2.5262073695193976,120.79781862697564,0.0034027618821710348,0.00010681315325200558,1.299184822267013,0.0037079423200339079,0.0045014116913080215,0.0034137937425937808,0.0036074126090597756,0.0034790569916367531,0.0032654306851327419,0.003219653619453311,6.7745750629263644e-05,0.00027082264558617798,0.0037537193857133389,218.758334965991,181.38210290372294,0.0,219.55608313922235,180.35668637639611,198.0,184.0,0.0,1,1,31.79670220080342,4.4028425986376414,nan,82.490974641599678,1,32,0.38545674043677192,31.0,1,-0.61091378179096978,4.3602531233399873
33,1,0,nan,monochrome,nan,nan,32,nan,0,0,nan,1,1,494,442,161,0,nan,nan,32,33772,230.0,204.0,1.0,1.2140485051423708,0.83876451105177274,1.0,0.61831963236236476,0.50885376177927155,283.18552122929611,287.08361151413709,77.025969646606853,27.828076247447839,25.0,156.27199948754159,154.19291574378079,68.701375838310227,913.24399999999639,0.92984581497797358,2.6173647663090378,122.66808651178144,0.0034180209040641785,0.00012207217514514923,1.4308764922526316,0.0036926832981407642,0.0045929658226668835,0.003416925282387778,0.0036322422868583868,0.0034943160135298967,0.0032806897070258856,0.0032501716632395983,6.9666608113522381e-05,0.00029551496879372258,0.0037994964513927698,219.74282534913951,184.68033871545629,0.0,220.57781594220063,183.5183584034111,196.0,193.0,0.0,1,1,35.028505555286962,3.3226657862461737,nan,85.813640427845854,1,33,0.40819274628885788,32.0,1,1.0217328029782777,3.161672027014987
34,1,0,nan,monochrome,nan,nan,33,nan,0,0,nan,1,1,494,442,161,0,nan,nan,33,34245,229.0,203.0,1.0,1.185908993524039,0.82277514177774236,1.0,0.63496625380108285,0.5687380802071037,278.99466606862296,280.31767693101341,79.605276207045478,28.593938668130953,25.495097567963924,159.20803999798503,158.57136612684883,69.865719787034308,869.85599999999681,0.93528520121809633,2.5325703816488385,125.21008708584122,0.0034180209040641785,0.00012207217514514923,1.6207919313167565,0.0037994964513927698,0.0046387426555156708,0.0034223924076335656,0.0036563027328322742,0.0035095750354230404,0.0032654306851327419,0.0032501716632395983,7.2243408148261519e-05,0.00031872673782186271,0.0038605325389653444,219.98654160202383,187.01918680882287,0.0,220.95730763615126,185.72127317856621,213.0,215.0,0.0,1,1,37.125116508409178,2.2353629352689453,nan,88.049003363114792,1,34,0.42164153017501971,33.0,1,0.37949169395062654,2.2029147751551079
35,1,0,nan,monochrome,nan,nan,34,nan,0,0,nan,1,1,494,442,161,0,nan,nan,34,34826,230.0,208.0,1.0,1.1905851063233392,0.82770267502742734,1.0,0.64474682958437468,0.61282767421775197,282.77467557566553,285.0140347421509,79.479557120054466,29.090377719464758,26.076809620810597,159.93123522314207,158.68378610007966,68.016071608651046,845.05999999999699,0.94355111827578264,2.4707713429816067,128.06727797933854,0.0034180209040641785,0.00013733119703829288,1.642103244824805,0.0037079423200339079,0.0048065921291708946,0.0034221209736587351,0.0036773467518330712,0.003524834057316184,0.0032959487289190292,0.0032043945975601673,7.6396218188015769e-05,0.00033249182421426577,0.0038910505827516317,220.78464914227283,189.6369618539689,0.0,221.82372365474072,188.36541664273818,202.0,195.0,0.0,1,1,39.857221096062787,2.7824757638462527,nan,90.831479126961042,1,35,0.43880405206604384,34.0,1,0.8664160185894616,2.6441434641719752
36,1,0,nan,monochrome,nan,nan,35,nan,0,0,nan,1,1,494,442,161,0,nan,nan,35,35775,233.0,211.0,1.0,1.1793518772264282,0.82051235614987617,1.0,0.64575812274368227,0.63719794259001517,283.96873229596758,286.29530209208815,81.939001702485982,29.741378259872008,26.90724809414742,165.41939871167122,162.32470280255106,68.121479127171156,839.9579999999969,0.94556555524719499,2.4469214917626232,131.91049163346179,0.0034180209040641785,0.00013733119703829288,1.6893960213835273,0.0037842374294996262,0.0047150379978120327,0.0034222678206470253,0.0036872254824168215,0.003524834057316184,0.0032806897070258856,0.0032349126413464546,7.2438617477248328e-05,0.00034092215849894917,0.0039215688593685627,221.70687563867742,190.96286061827692,0.0,222.76338225017471,189.64458420684835,203.0,210.0,0.0,1,1,41.430930380611777,1.5872075897766278,nan,92.418686716737668,1,36,0.44829603029955573,35.0,1,0.93965859543399688,1.2791675641101676
37,1,0,nan,monochrome,nan,nan,36,nan,0,0,nan,1,1,494,442,161,0,nan,nan,36,36580,234.0,215.0,1.0,1.1719050322029694,0.81587413671569131,1.0,0.64674681753889673,0.63443967687101765,285.42186674814172,286.53097563788805,84.148677945645701,30.250031444752388,27.166155414412248,169.86982238831342,165.03935276836833,67.553612707652235,851.19999999999698,0.94359820979453912,2.4755931938998401,135.39984852005728,0.0034180209040641785,0.00015259021893143654,1.7458710284295407,0.0038147554732859135,0.0048218509182333946,0.0034287994375344047,0.0037014720754526319,0.0035400930792093277,0.0032806897070258856,0.0032501716632395983,8.4298922287484175e-05,0.00034773801264714543,0.00395208690315485,222.90234158521031,193.72090284604209,0.0,224.03417167851285,192.39160743575724,206.0,199.0,0.0,1,1,44.450285890493426,3.0267213930821195,nan,95.44540810981978,1,37,0.46571424200259892,36.0,1,1.2707894283381336,2.7470232289088869
38,1,0,nan,monochrome,nan,nan,37,nan,0,0,nan,1,1,494,442,161,0,nan,nan,37,37272,230.0,213.0,1.0,1.1609875050581406,0.8089483496093216,1.0,0.6604997341839447,0.62503723189746418,285.56186160172996,288.90309794116087,85.088189544730596,30.839601625621714,27.658633371878661,173.96608864948365,167.87602784272218,70.378774267094911,865.65199999999675,0.95452973941993724,2.497352559119463,138.45500998711213,0.0034180209040641785,0.00016784924082458019,1.8203836684425665,0.0038300144951790571,0.00474555604159832,0.0034304293394498116,0.0037147190917340665,0.0035553521011024714,0.0032654306851327419,0.0032349126413464546,8.2817080144259396e-05,0.00035425815542461023,0.0039978637360036373,221.32367858385817,193.93041987351859,0.0,222.55760356299635,192.5920530156686,211.0,200.0,0.0,1,1,43.939422941172751,1.490111348277688,nan,96.935519458097474,1,38,0.45328506193404722,37.0,1,-1.4765681155164998,0.20044557991136003
39,1,0,nan,monochrome,nan,nan,38,nan,0,0,nan,1,1,494,442,161,0,nan,nan,38,38368,230.0,212.0,1.0,1.1418425004752384,0.7924785211378419,1.0,0.67023023442685947,0.61877267104680767,284.55568657387596,286.53970056520961,88.566359301938121,31.220232938861976,27.658633371878661,182.62888854117008,173.55046274435441,69.588040832919773,882.72199999999657,0.94566516729311745,2.5527885856572539,143.24828086630441,0.0034332799259573221,0.00018310826271772385,1.861650502613629,0.0038147554732859135,0.0047760740853846073,0.0034357854450299515,0.0037335352602769082,0.003570611122995615,0.0032806897070258856,0.0032501716632395983,9.3548408822417671e-05,0.0003628523798874997,0.0040436410345137119,222.31927772531307,197.14913620818558,0.0,223.65124582985823,195.84851959966639,215.0,208.0,0.0,1,1,47.341191909842962,3.4352042181740861,nan,100.37072367627157,1,39,0.47166335138255855,38.0,1,1.0936422668618775,3.256466583997792
40,1,0,nan,monochrome,nan,nan,39,nan,0,0,nan,1,1,494,442,161,0,nan,nan,39,38878,236.0,217.0,1.0,1.1133030487732372,0.76725954810732644,1.0,0.68389389248522381,0.61827624623621102,278.87017742004258,280.53163814443462,91.443971917234649,32.211942157962881,28.635642126552707,188.58860086802304,178.84968433097998,67.08066674888741,888.92599999999675,0.94934375190769826,2.592843518126756,145.72330955788493,0.0034332799259573221,0.00021362630650401115,1.8077332216234503,0.0038452735170722008,0.0048218509182333946,0.0034342298253334518,0.0037482203188920452,0.0036011291667819023,0.0032654306851327419,0.0032501716632395983,9.2572596484852566e-05,0.00036951927052592795,0.0040741590782999992,226.87698156785211,203.19853590602378,0.0,228.1494161222285,201.91447605329492,226.0,213.0,0.0,1,1,54.788143443436411,7.5517788418676632,nan,107.92250251813923,1,40,0.50766190706361558,39.0,1,4.4981702923702755,6.0659564536285302
41,1,0,nan,monochrome,nan,nan,40,nan,0,0,nan,1,1,494,442,161,0,nan,nan,40,39743,234.0,215.0,1.0,1.1146984941869076,0.76857653834824924,1.0,0.67997194087051738,0.63434802183030037,282.33313624224957,289.35963782117227,93.338095116624274,32.691275166506358,29.068883707497267,191.62504403738546,180.62483979890806,68.271162558940574,887.30199999999684,0.95005079782465784,2.6175020975060761,149.18562748236582,0.0034332799259573221,0.00022888532839715481,1.7375767750943787,0.0038147554732859135,0.00476081483066082,0.0034395559756978662,0.0037537585859740287,0.003616388188675046,0.0032806897070258856,0.0032501716632395983,9.1758197729525527e-05,0.00036532388986178997,0.0040894178673624992,225.49369918560532,203.03096510081122,0.0,226.84928163450166,201.94396497496413,223.0,213.0,0.0,1,1,54.222810925692521,1.300468870322522,nan,109.22297138846174,1,41,0.49644145582566152,40.0,1,-1.3001344877268366,0.029488921669212687
42,1,0,nan,monochrome,nan,nan,41,nan,0,0,nan,1,1,494,442,161,0,nan,nan,41,45037,239.0,215.0,1.0,1.117256593913841,0.77305454477687119,1.0,0.71353655058778798,0.7124604168830776,301.62664307040797,308.71669860893496,98.35141076771599,35.146083506816119,31.400636936215164,201.12085918670891,191.3337104848961,70.645835792358696,891.2699999999968,0.95726659227376576,2.6105287245009094,168.4855438680388,0.0034180209040641785,0.00024414435029029846,1.6725174907692966,0.0038300144951790571,0.0045929658226668835,0.0034214006874192784,0.0037410472249048295,0.0036316472105681896,0.0032501716632395983,0.003219653619453311,9.546943537356667e-05,0.00034216796222991065,0.0040741590782999992,232.02085870178954,203.23617001676806,0.0,233.32049203987833,202.18342696005507,222.0,210.0,0.0,1,1,57.600969143038228,6.4756394396969732,nan,115.69861082815872,1,42,0.4978535933209261,41.0,1,6.4712104053766666,0.23946198509094074
43,1,0,nan,monochrome,nan,nan,42,nan,0,0,nan,1,1,494,442,161,0,nan,nan,42,52499,241.0,211.0,1.0,1.0767515018972293,0.71301017893291274,1.0,0.6907581379437383,0.7442745388022034,309.9841246912697,327.98323127867377,112.40106761058811,39.056720695575102,34.655446902326915,225.18092072558795,217.34651015802922,67.297206136400931,941.48599999999635,0.96734013248205764,2.6956893256865442,193.78417814010754,0.0034180209040641785,0.00025940360501408577,1.463820086414571,0.0037384603638201952,0.0043945983052253723,0.0033993560223033346,0.0036911975111927377,0.0036621652543544769,0.0032501716632395983,0.0032043945975601673,8.8739174591881769e-05,0.00027913863528967184,0.00395208690315485,234.55749201741688,206.83883061484553,0.0,235.86508314444086,206.18082249185699,234.0,211.0,0.0,1,1,62.339458235831508,4.7385773104475835,nan,120.4371881386063,1,43,0.51760971174524217,42.0,1,2.544591104562528,3.9973955318019136
44,1,0,nan,monochrome,nan,nan,43,nan,0,0,nan,1,1,494,442,161,0,nan,nan,43,51589,247.0,213.0,1.0,1.0788179703991641,0.71733460968435958,1.0,0.69544762135856886,0.6626402135815127,308.22103732728539,325.72994949804661,110.98198051936178,38.418506279009016,34.0,222.9894788825421,214.74648165578165,65.500480169546023,989.10999999999603,0.95065140877513066,2.8415960930287838,192.61155315651558,0.0034332799259573221,0.00028992141596972942,1.4779275404624739,0.0037232013419270515,0.0044861524365842342,0.0034112798235639663,0.003733577955698222,0.0037079423200339079,0.0032654306851327419,0.003219653619453311,9.1620397981897025e-05,0.00030399912324891986,0.0040131229907274246,240.01110699128756,210.03954408157543,0.0,241.36800480722636,209.4537982903332,233.0,208.0,0.0,1,1,68.101063643725425,6.4026961043114392,nan,126.83988424291775,1,44,0.53690575366106053,43.0,1,5.5029216627854964,3.2729757984762102
45,1,0,nan,monochrome,nan,nan,44,nan,0,0,nan,1,1,494,442,161,0,nan,nan,44,51825,246.0,207.0,1.0,1.0775732638690034,0.71202144052980709,1.0,0.69948711027129162,0.65967686604558029,307.9606133910778,324.20518194501454,112.6809655620682,38.137851357734441,33.837848631377263,227.51940159263776,216.23692312879032,64.663219731052806,993.59399999999607,0.95132763668737874,2.8643167766276747,195.18080642842688,0.0034332799259573221,0.00032043945975601673,1.6171602306550474,0.0038452735170722008,0.0045471885241568089,0.0034221227916698621,0.0037661515953386761,0.0037384603638201952,0.0032501716632395983,0.003219653619453311,0.00011261629145396497,0.0003274672491428394,0.0040741590782999992,241.3525158032711,207.53789586746245,0.0,242.94521948866378,207.25771345875543,224.0,192.0,0.0,1,1,67.23714989928142,2.7037741656483987,nan,129.54365840856616,1,45,0.51903080957635916,44.0,1,1.5772146814374253,-2.1960848315777639
46,1,0,nan,monochrome,nan,nan,45,nan,0,0,nan,1,1,494,442,161,0,nan,nan,45,51871,243.0,204.0,1.0,1.0811614846055886,0.7176220407489905,1.0,0.70694942281220607,0.7098756305297429,309.44035143539014,327.01223218711561,112.27199116431488,38.210652360364485,33.837848631377263,227.85125930695204,215.50440187779247,62.623653576143703,958.24399999999628,0.95847961861118314,2.7842221707105637,196.99328850628808,0.0034332799259573221,0.00033569848164916039,1.7456623698447404,0.0038757915608584881,0.0046082246117293835,0.0034288450378208912,0.0037977538221026794,0.0037842374294996262,0.0032501716632395983,0.0032043945975601673,0.00011993874955991274,0.00034310982660601597,0.0041199359111487865,241.85209273440745,210.31479802062807,0.0,243.59459042624974,210.20973183474388,229.0,219.0,0.0,1,1,70.001702344001558,3.022597410631247,nan,132.56625581919741,1,46,0.52805068613746242,45.0,1,0.64937093758595665,2.9520183759884446
47,1,0,nan,monochrome,nan,nan,46,nan,0,0,nan,1,1,494,442,161,0,nan,nan,46,52315,247.0,208.0,1.0,1.0842609233152434,0.72853028408527865,1.0,0.7123502178649237,0.68095979254163541,312.872456149073,327.00152904841286,111.31936040060597,38.554384907789121,34.132096331752024,223.94043956993889,214.32188592565788,62.396751734382079,982.55599999999617,0.95693211022599434,2.8583199814893305,199.61657389695756,0.0034485389478504658,0.00035095750354230404,1.8431318506006542,0.00396734569221735,0.0045929658226668835,0.0034437590138425671,0.0038156661358493276,0.0038147554732859135,0.0032349126413464546,0.003219653619453311,0.00014094475485643989,0.00034681456605087943,0.0041351951658725739,244.87532001996888,213.78303092570883,0.0,246.71614259772531,213.69079613877474,230.0,177.0,0.0,1,1,74.65226410526104,4.6756707163830251,nan,137.24192653558043,1,47,0.54394648916493593,46.0,1,3.121552171475571,3.4810643040308662
48,1,0,nan,monochrome,nan,nan,47,nan,0,0,nan,1,1,494,442,161,0,nan,nan,47,53126,251.0,215.0,1.0,1.091420157402303,0.73503684004229197,1.0,0.69562143193840675,0.68419626166502323,317.35626316174455,335.52943239006618,111.36426715962351,38.495786003577166,34.0,224.93547987725856,215.17616911559753,62.011608837455938,987.79799999999614,0.95602803696272221,2.8893263135105371,203.90049865399487,0.0034485389478504658,0.00036621652543544769,1.8582115450390333,0.0038910505827516317,0.0046692606993019581,0.0034437739136001636,0.0038380547877497812,0.0038452735170722008,0.0032349126413464546,0.003219653619453311,0.00013430628169104248,0.00036400072545044886,0.0041809719987213612,248.46854164244809,221.19599035644785,0.0,250.32027632421037,221.04097805217785,242.0,230.0,0.0,1,1,82.72613838311679,8.1862661866387665,nan,145.42819272221919,1,48,0.56884526194402407,47.0,1,3.6041337264850597,7.3501819134031052
49,1,0,nan,monochrome,nan,nan,48,nan,0,0,nan,1,1,494,442,161,0,nan,nan,48,52733,256.0,221.0,1.0,1.0819092598352171,0.71533701266188865,1.0,0.70228265501811205,0.71758389560021085,311.76437353121128,327.35454785293575,113.1591799192624,38.618250509499802,34.0,228.01041807108609,217.85459068621714,61.318286290536307,960.96999999999616,0.9561567333321247,2.808880751254037,204.20259689260274,0.0034485389478504658,0.000396734569221735,1.9380550246070933,0.0039826049469411373,0.0047302967868745327,0.0034549578736212017,0.0038723872507273006,0.0038757915608584881,0.0032501716632395983,0.003219653619453311,0.00014858700674569292,0.00038920770631392589,0.0042420080862939358,249.07601162612684,221.48737558808381,0.0,251.00529080461951,221.30314983027705,239.0,219.0,0.0,1,1,83.335853485768212,0.73347043539729473,nan,146.16166315761649,1,49,0.57016218675550545,48.0,1,0.68501448040913715,0.26217177809920145
50,1,0,nan,monochrome,nan,nan,49,nan,0,0,nan,1,1,494,442,161,0,nan,nan,49,53332,257.0,225.0,1.0,1.0866890038316179,0.72453157569970494,1.0,0.70826029216467468,0.66389702657817529,315.62783537065593,330.47995400629065,112.64546151532249,38.500717530424936,33.941125496954278,228.58890750084379,217.54383715036766,60.063478348876167,1004.7279999999963,0.94671909254706343,2.9522697795182467,208.02684362232685,0.0034485389478504658,0.00041199359111487865,2.0620454540037509,0.00395208690315485,0.0048218509182333946,0.0034489132938297275,0.0039006008329394519,0.0038910505827516317,0.0032654306851327419,0.0032349126413464546,0.00014550430731942208,0.00041529337242478687,0.0042877853848040104,251.24581731631432,223.83303514839344,0.0,253.24401860046501,223.32389559738994,252.0,214.0,0.0,1,1,86.282652764098302,3.0158440939803102,nan,149.17750725159681,1,50,0.57838915768030252,49.0,1,2.2387277958455059,2.020745767112885
