ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_FileLocation,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Series,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_TifNum,Metadata_Well,Metadata_Z,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_YFP,Intensity_IntegratedIntensity_YFP,Intensity_LowerQuartileIntensity_YFP,Intensity_MADIntensity_YFP,Intensity_MassDisplacement_YFP,Intensity_MaxIntensityEdge_YFP,Intensity_MaxIntensity_YFP,Intensity_MeanIntensityEdge_YFP,Intensity_MeanIntensity_YFP,Intensity_MedianIntensity_YFP,Intensity_MinIntensityEdge_YFP,Intensity_MinIntensity_YFP,Intensity_StdIntensityEdge_YFP,Intensity_StdIntensity_YFP,Intensity_UpperQuartileIntensity_YFP,Location_CenterMassIntensity_X_YFP,Location_CenterMassIntensity_Y_YFP,Location_CenterMassIntensity_Z_YFP,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_YFP,Location_MaxIntensity_Y_YFP,Location_MaxIntensity_Z_YFP,Number_Object_Number,Parent_Trans_1,TrackObjects_Displacement_1500,TrackObjects_DistanceTraveled_1500,TrackObjects_FinalAge_1500,TrackObjects_IntegratedDistance_1500,TrackObjects_Label_1500,TrackObjects_Lifetime_1500,TrackObjects_Linearity_1500,TrackObjects_ParentImageNumber_1500,TrackObjects_ParentObjectNumber_1500,TrackObjects_TrajectoryX_1500,TrackObjects_TrajectoryY_1500
51,1,0,nan,monochrome,nan,nan,50,nan,0,0,nan,1,1,494,442,161,0,nan,nan,50,54408,256.0,225.0,1.0,1.0769555060922749,0.71062925113663356,1.0,0.71401574803149603,0.67756660230008703,315.23970061814384,330.62667768950524,115.24755962709145,39.143831528790102,34.205262752974143,232.4474250785141,221.79214827382904,58.110098964126188,1004.523999999996,0.95415804426361783,2.9349050119053572,213.45226529892534,0.0034637979697436094,0.00042725284583866596,2.2154177454137058,0.0039368276484310627,0.0048065921291708946,0.0034528294257710084,0.0039231779388862915,0.0039215688593685627,0.003219653619453311,0.003219653619453311,0.0001419680538398384,0.00042646584774622912,0.0043183034285902977,251.3016300925382,224.98227639672768,0.0,253.43096603440671,224.370717541538,243.0,211.0,0.0,1,1,87.241781408299374,1.0633839973440065,nan,150.24089124894081,1,51,0.58067933891409484,50.0,1,0.18694743394169677,1.0468219441480642
52,1,0,nan,monochrome,nan,nan,51,nan,0,0,nan,1,1,494,442,161,0,nan,nan,51,55578,258.0,237.0,1.0,1.0785954377581306,0.70765788100800719,1.0,0.70534932419569774,0.60091412309492687,318.40398861595503,338.13606728652888,116.8289347721702,39.295788134917217,34.176014981270121,235.66993555548737,224.9700102607888,60.557823639410586,1078.0779999999961,0.93819157825437416,3.1697108407970518,219.5718046084512,0.0034637979697436094,0.00045777065679430962,2.3517996308975397,0.0038910505827516317,0.0049286643043160439,0.0034566094228975484,0.0039506964016058728,0.0039368276484310627,0.0032349126413464546,0.0032349126413464546,0.00013729558636135276,0.00045300874967024431,0.0043793395161628723,250.53098479176145,228.03984988105799,0.0,252.63053726294578,226.98020799596964,241.0,231.0,0.0,1,1,88.925668662013905,2.7294920131688021,nan,152.97038326210961,1,52,0.58132604995597592,51.0,1,-0.80042877146092906,2.6094904544316364
53,1,0,nan,monochrome,nan,nan,52,nan,0,0,nan,1,1,494,442,161,0,nan,nan,52,55664,256.0,230.0,1.0,1.0689019438013647,0.68791473967267824,1.0,0.72479166666666661,0.65428716227041017,314.3404040989189,331.53129565698623,118.86967653695369,39.833026137200804,34.713109915419565,240.63639388918108,228.14559545203446,59.400489938755044,1033.9699999999964,0.95016514889004566,3.0580148010049015,222.91250825789757,0.0034790569916367531,0.00048828870058059692,2.4791575768385266,0.0040131229907274246,0.0050507364794611931,0.0034632104201641014,0.0040046081535264726,0.0039978637360036373,0.0032349126413464546,0.0032349126413464546,0.00014122906810160808,0.00048653349914779985,0.0044708936475217342,251.02918614858777,227.94761640852198,0.0,253.15563020983041,226.67307415924117,227.0,241.0,0.0,1,1,88.968437778439537,0.60832047189908922,nan,153.57870373400868,1,53,0.57930191892053484,52.0,1,0.5250929468846266,-0.30713383672846817
54,1,0,nan,monochrome,nan,nan,53,nan,0,0,nan,1,1,494,442,161,0,nan,nan,53,55756,257.0,234.0,1.0,1.072626405963754,0.69183009788376826,1.0,0.72357765780730898,0.65883794507231286,315.70639074634528,332.74614948936676,119.01260437449471,39.61999916406819,34.481879299133332,240.71255393281558,227.95905970217819,59.2560576215201,1031.2439999999963,0.95426850140343666,3.0543831537943333,226.04343070788309,0.0034790569916367531,0.00054932478815317154,2.6661335948471576,0.0039826049469411373,0.0051728086546063423,0.0034630194487464097,0.0040541543637973151,0.0040131229907274246,0.0032501716632395983,0.003219653619453311,0.00014097244929199882,0.00053692974483406705,0.0045624477788805962,250.58342016167478,229.75097088447356,0.0,252.83956883564102,228.33038596742952,237.0,230.0,0.0,1,1,90.162174742323089,1.6871802576532937,nan,155.26588399166198,1,54,0.58069533644084326,53.0,1,-0.31606137418938829,1.6573118081883536
55,1,0,nan,monochrome,nan,nan,54,nan,0,0,nan,1,1,494,442,161,0,nan,nan,54,54931,258.0,237.0,1.0,1.0833738354380227,0.70556780819443576,1.0,0.70397283096245034,0.58725211047542292,316.93401378883738,337.93638454596748,117.34564329364768,38.930277094571586,33.837848631377263,237.85412679909322,224.5928839659932,59.366873709731159,1084.179999999996,0.93109702352701917,3.1918669405858964,226.1628935104236,0.0034637979697436094,0.0005951018538326025,3.0149271759966303,0.0038910505827516317,0.0054322117939591408,0.0034618947294857878,0.0041172178462147713,0.0040283817797899246,0.0032654306851327419,0.003219653619453311,0.00013286422996903812,0.00061179883390485249,0.0047150379978120327,250.60066855550642,230.54847669595205,0.0,252.9253244980066,228.62864320693234,242.0,239.0,0.0,1,1,90.457796294817385,0.31034080386504298,nan,155.57622479552703,1,55,0.58143714705576366,54.0,1,0.085755662365585295,0.29825723950281713
56,1,0,nan,monochrome,nan,nan,55,nan,0,0,nan,1,1,494,442,161,0,nan,nan,55,53479,256.0,235.0,1.0,1.0844214050792078,0.70973490160343544,1.0,0.72718001713283387,0.6581616000629037,313.48566070362023,332.23184675765208,115.20850663036997,38.418265204601511,33.301651610693426,233.34217147273685,220.84088485105562,58.910143807872522,1010.4859999999962,0.94438312863664042,2.9973754480015486,224.04631456034258,0.0034637979697436094,0.00064087891951203346,3.2244666595323208,0.00395208690315485,0.0056153200566768646,0.0034651739283254896,0.0041894260281669926,0.0040588998235762119,0.0032501716632395983,0.0032349126413464546,0.00013942809576402776,0.00069159112232092083,0.0048676282167434692,249.90682561088443,231.54757476017033,0.0,252.51461321266291,229.65109669215954,239.0,241.0,0.0,1,1,91.084639664489771,1.1018597412383864,nan,156.67808453676543,1,56,0.58134894828329509,55.0,1,-0.4107112853436945,1.0224534852272029
57,1,0,nan,monochrome,nan,nan,56,nan,0,0,nan,1,1,494,442,161,0,nan,nan,56,51962,256.0,236.0,1.0,1.106315356381979,0.74003402131114515,1.0,0.69237431544724115,0.62276078388730394,316.79606388955739,332.38531856867564,112.80070921762859,37.054919001333836,32.202484376209235,227.55243838128214,213.06735026702634,58.051460493597695,1023.9699999999962,0.93638722698767374,3.0243076216429472,221.39809583220631,0.0034485389478504658,0.00061036110855638981,3.5410793709747552,0.0040283817797899246,0.005951018538326025,0.0034642698987891718,0.0042607693282053485,0.0040131229907274246,0.0032501716632395983,0.0032501716632395983,0.00014214588865027087,0.00080892511636037939,0.0050507364794611931,250.09719780302225,231.74549079983723,0.0,252.95485162233939,229.65430506908896,252.0,243.0,0.0,1,1,91.328839623982233,0.4402501005530825,nan,157.1183346373185,1,57,0.58127423406567824,56.0,1,0.44023840967648198,0.0032083769294217745
58,1,0,nan,monochrome,nan,nan,57,nan,0,0,nan,1,1,494,442,161,0,nan,nan,57,49957,256.0,235.0,1.0,1.1246829615231468,0.76254899471514603,1.0,0.68089137249557041,0.61603532122419247,316.90550972632508,333.74391380218458,108.33743581975715,35.680541266803729,31.064449134018133,219.94053902808503,205.01582977590803,57.233170688102462,1009.4859999999964,0.93362736761449094,2.9779659716878086,215.79084752150811,0.0034332799259573221,0.00056458381004631519,3.7842411912804397,0.0040283817797899246,0.0063630123622715473,0.0034507137563010528,0.0043195317477332127,0.0039368276484310627,0.0032654306851327419,0.0032349126413464546,0.00012320457449480405,0.00093707912691354158,0.0052185854874551296,249.90155071838976,231.06114540104298,0.0,253.06161298716896,228.97920211381788,224.0,250.0,0.0,1,1,90.825060404894145,0.6834924939134488,nan,157.80182713123196,1,58,0.57556406067061405,57.0,1,0.10676136482956622,-0.6751029552710861
59,1,0,nan,monochrome,nan,nan,58,nan,0,0,nan,1,1,494,442,161,0,nan,nan,58,48570,255.0,233.0,1.0,1.1669072447722848,0.79897436819712109,1.0,0.63569138145409332,0.55516389776889807,324.86537152009004,339.99117635609309,104.00480758118829,34.093271862696682,29.732137494637012,210.29146440119723,195.36269000392082,56.125191856139573,1048.5239999999962,0.92377039826543417,3.0583504990208894,211.9048626141157,0.0034332799259573221,0.00044251163490116596,4.2432482830225009,0.0038757915608584881,0.0068513010628521442,0.0034440883997982987,0.0043628754913344805,0.0038147554732859135,0.0032349126413464546,0.003219653619453311,0.00011453365328641788,0.0010743907032750057,0.0053711757063865662,251.32898090294449,230.92009811767369,0.0,255.20140004117769,229.18529956763433,246.0,249.0,0.0,1,1,92.19816506401618,2.1496894652421332,nan,159.95151659647411,1,59,0.57641319711030836,58.0,1,2.1397870540087354,0.20609745381645439
60,1,0,nan,monochrome,nan,nan,59,nan,0,0,nan,1,1,494,442,161,0,nan,nan,59,46872,252.0,232.0,1.0,1.1857361489990148,0.80735647864060678,1.0,0.62573591253153915,0.5567592807468269,323.30397958666049,340.07352146263901,101.35580891098448,32.867633409757808,28.653097563788805,205.52766331745863,190.77003730164134,55.452613383484582,1028.5559999999962,0.91112666200139947,3.0079194316640496,206.22818580130115,0.0034332799259573221,0.00038147554732859135,4.3893653144263229,0.0038300144951790571,0.0074311438947916031,0.0034336979813516548,0.0043998162186657521,0.0037537193857133389,0.0032654306851327419,0.0032349126413464546,9.6166258385435851e-05,0.0012094367509932736,0.0054627298377454281,250.0309856319351,232.11474988197531,0.0,254.09400068271037,230.4538957159925,228.0,244.0,0.0,1,1,92.624745173617356,1.683944632926812,nan,161.63546122940093,1,60,0.57304717955523266,59.0,1,-1.107399358467319,1.2685961483581707
61,1,0,nan,monochrome,nan,nan,60,nan,0,0,nan,1,1,494,442,161,0,nan,nan,60,46693,253.0,231.0,1.0,1.2166459197687662,0.82797036001861923,1.0,0.60549828178694154,0.5339171845765095,331.02777822790506,348.39776118683653,99.704563586628268,32.094393781134144,28.0178514522438,203.23992846008804,185.63106407815854,54.724177584547071,1048.3199999999958,0.90368592690078287,3.046097504440695,205.65990915591829,0.0034180209040641785,0.00030518043786287308,4.6435189034804996,0.0038757915608584881,0.0077058062888681889,0.0034302899824782602,0.004404512649774448,0.0036774242762476206,0.0032501716632395983,0.0032349126413464546,9.1568314456779004e-05,0.0012820971692580081,0.0054474710486829281,252.03809829868101,232.05656821880459,0.0,256.62501873942563,231.33377594071916,231.0,234.0,0.0,1,1,94.774962355173216,2.6795972856538914,nan,164.31505851505483,1,61,0.57678805102631403,60.0,1,2.5310180567152543,0.87988022472666216
62,1,0,nan,monochrome,nan,nan,61,nan,0,0,nan,1,1,494,442,161,0,nan,nan,61,45604,252.0,228.0,1.0,1.222498401152436,0.82954026450119889,1.0,0.59383301213604878,0.47746207453690298,328.25676355571039,346.73332692430938,97.416631023660429,31.273734434068349,27.294688127912362,201.58848321144859,183.3139747895797,54.528558711472463,1095.5619999999958,0.89407336247965996,3.1826199733186513,200.74011032679118,0.0034180209040641785,0.00027466239407658577,4.3799018056724677,0.0037232013419270515,0.0079957274720072746,0.0034184962119426974,0.0044018092782824132,0.0036469062324613333,0.0032654306851327419,0.0032349126413464546,7.8117372838515294e-05,0.0013548786331916299,0.0053101396188139915,252.17846007485605,230.49301004299298,0.0,256.4935970528901,229.74258836944128,232.0,249.0,0.0,1,1,93.395092645973762,1.5966056327976104,nan,165.91166414785243,1,62,0.56292059467708422,61.0,1,-0.13142168653553199,-1.5911875712778851
63,1,0,nan,monochrome,nan,nan,62,nan,0,0,nan,1,1,494,442,161,0,nan,nan,62,44992,250.0,227.0,1.0,1.2428922633342003,0.83708426187453211,1.0,0.58893135766270488,0.52387108105851798,330.34143594250065,349.16185358655662,97.082439194738001,30.737075531951721,26.92582403567252,200.26647393895365,180.72120379660487,52.131767686738698,1038.8679999999961,0.89266298956390622,3.0269626909866929,198.19978829473257,0.0034180209040641785,0.00024414435029029846,5.0480186587357112,0.0038147554732859135,0.0082551306113600731,0.0034241659400301955,0.0044052228906190562,0.003616388188675046,0.0032349126413464546,0.0032349126413464546,8.5574334602354793e-05,0.0014244559096004881,0.005157549399882555,251.51693054993788,230.11994072222748,0.0,256.55525426742531,229.80723239687055,231.0,231.0,0.0,1,1,93.483451346857365,0.089333433755327971,nan,166.00099758160775,1,63,0.56314993710143202,62.0,1,0.061657214535216553,0.064644027429267226
64,1,0,nan,monochrome,nan,nan,63,nan,0,0,nan,1,1,494,442,161,0,nan,nan,63,44813,249.0,225.0,1.0,1.2519965454011552,0.83990687827322186,1.0,0.57596555491292334,0.4604713218985611,331.4930184125684,349.05157212079706,95.131487952202235,30.251986698163645,26.627053911388696,197.55138236055544,179.91138390611073,50.969555275038644,1105.8739999999957,0.88104436383654294,3.2193636980373412,196.72083795652725,0.0034180209040641785,0.00022888532839715481,5.348413076372891,0.0037384603638201952,0.0085603110492229462,0.0034212154070534977,0.0043898163023347522,0.003616388188675046,0.0032501716632395983,0.003219653619453311,8.1329039341023678e-05,0.0014598673782209284,0.0048828870058059692,252.3461408021426,229.0538749969175,0.0,257.68321692366055,228.70582197130298,221.0,245.0,0.0,1,1,93.246018579523351,1.5765166283329153,nan,167.57751420994066,1,64,0.55643514596298993,63.0,1,1.1279626562352405,-1.1014104255675647
65,1,0,nan,monochrome,nan,nan,64,nan,0,0,nan,1,1,494,442,161,0,nan,nan,64,44942,252.0,221.0,1.0,1.2770778924114794,0.84956496226004652,1.0,0.56559275106972062,0.5042295023216945,337.40996186904493,351.55227207344285,95.462034338264544,29.839320516128247,26.172504656604801,201.87489731486181,177.97835781184722,51.384471294145271,1058.3199999999958,0.87994752660381614,3.0754711215849966,196.83022982440889,0.0034180209040641785,0.00021362630650401115,5.4852058141631259,0.0037689784076064825,0.0087891966104507446,0.0034248008035467669,0.0043796499894176695,0.0036011291667819023,0.0032654306851327419,0.0032349126413464546,8.6835746585167974e-05,0.0014977552469546316,0.0046540019102394581,255.42402215025697,226.39491705816914,0.0,260.88264874727429,226.93424858706777,226.0,236.0,0.0,1,1,93.77209338799733,3.6571623220309641,nan,171.23467653197162,1,65,0.54762326934690086,64.0,1,3.199431823613736,-1.7715733842352108
66,1,0,nan,monochrome,nan,nan,65,nan,0,0,nan,1,1,494,442,161,0,nan,nan,65,45400,256.0,219.0,1.0,1.2970281716136762,0.85805230949890976,1.0,0.55547398815641369,0.50698536112507242,343.71575557191068,356.51928419091161,94.810336989170125,29.790220824086152,26.172504656604801,199.02612077700721,176.51945336947438,51.166006318695544,1060.8039999999958,0.88130526356656846,3.0695811391342431,198.75384313194081,0.0034332799259573221,0.00022888532839715481,5.4770568157275266,0.0037842374294996262,0.0088502326980233192,0.0034335359498145895,0.0043778379544480352,0.003616388188675046,0.0032654306851327419,0.0032349126413464546,9.0075383534663834e-05,0.0015056659122291288,0.0045624477788805962,258.72353120398031,225.83705242041344,0.0,264.17229074889866,226.39308370044054,236.0,226.0,0.0,1,1,95.433435201441256,3.3338572155042074,nan,174.56853374747581,1,66,0.5466817710658648,65.0,1,3.2896420016243724,-0.54116488662722873
67,1,0,nan,monochrome,nan,nan,66,nan,0,0,nan,1,1,494,442,161,0,nan,nan,66,38365,256.0,218.0,1.0,1.1292892423877186,0.74636769663104474,1.0,0.60050400701227147,0.53929867028087652,275.9321828564332,296.08275870100914,93.605555390692487,30.312117238453542,26.076809620810597,197.90395221463118,183.64219885954168,53.767744881910261,945.49199999999587,0.87863138247317596,2.7136644534766674,175.79809433012269,0.0034485389478504658,0.00032043945975601673,4.5133189164640175,0.0038452735170722008,0.0090943770483136177,0.0034568973929639075,0.0045822519048643994,0.0037384603638201952,0.0032959487289190292,0.0032501716632395983,0.00010007707995201858,0.0016203503036179626,0.0053711757063865662,246.54976355169376,212.66794280295528,0.0,249.21066075850385,209.02244233024894,229.0,236.0,0.0,1,1,72.509556310952462,22.925739978925293,nan,197.4942737264011,1,67,0.36714763898118713,66.0,1,-14.961629990394812,-17.370641370191606
68,1,0,nan,monochrome,nan,nan,67,nan,0,0,nan,1,1,494,442,161,0,nan,nan,67,45477,253.0,220.0,1.0,1.3100693566824935,0.85975283736223418,1.0,0.5523544629735343,0.49378212262920518,346.13174825380992,360.16801634792614,95.273291115611201,29.709427804787669,26.019223662515376,200.1053242655573,176.77306529729785,50.227189581283369,1075.8039999999958,0.86971571730462149,3.1367055764421821,200.68021833547391,0.0034332799259573221,0.00022888532839715481,5.8539904635098301,0.0038757915608584881,0.0093385213986039162,0.0034469292048815189,0.0044127848876459293,0.0036316472105681896,0.0032654306851327419,0.0032501716632395983,9.947777434217302e-05,0.0015905645699763596,0.004364080261439085,258.6803600243768,228.38028451626238,0.0,264.52650790509489,228.68320249796599,230.0,240.0,0.0,1,1,97.420746267907987,24.922292514739301,nan,222.4165662411404,1,68,0.43801029713895506,67.0,1,15.31584714659104,19.660760167717058
69,1,0,nan,monochrome,nan,nan,68,nan,0,0,nan,1,1,494,442,161,0,nan,nan,68,45300,256.0,223.0,1.0,1.30323604540338,0.85519231572198118,1.0,0.55406066536203524,0.43566867361068984,343.49239943361005,361.91297296449596,93.300589494386372,29.266321302551482,25.632011235952593,204.38603073714592,178.03582622046164,50.025467517811144,1143.0779999999959,0.85722395685495323,3.391836422495544,201.47788381157443,0.0034332799259573221,0.00024414435029029846,6.3350618087252615,0.0038300144951790571,0.0092317080125212669,0.0034434887538025826,0.0044476354042290158,0.0036469062324613333,0.0032654306851327419,0.003219653619453311,9.272923602971529e-05,0.0016021838044104272,0.0044861524365842342,259.70785115291784,229.51217855055049,0.0,266.00841059602647,230.17245033112582,236.0,224.0,0.0,1,1,99.512327921132936,2.1009271034382593,nan,224.51749334457867,1,69,0.44322750284943807,68.0,1,1.4819026909315767,1.4892478331598227
70,1,0,nan,monochrome,nan,nan,69,nan,0,0,nan,1,1,494,442,161,0,nan,nan,69,45099,253.0,217.0,1.0,1.3240060387770174,0.86370425280825724,1.0,0.53928110202324575,0.43622630488188235,347.45812776427636,358.66000613394294,93.171884171138231,28.936243805317414,25.298221281347036,197.31419567615524,175.11853917310495,52.339941141680029,1139.8099999999952,0.86405655768328071,3.3324483092874289,201.98137050983496,0.0034332799259573221,0.00025940337218344212,6.5146995292732406,0.0038757915608584881,0.0092927441000938416,0.0034461719847853453,0.0044786219319682243,0.0036621652543544769,0.0032806897070258856,0.003219653619453311,0.00010248961126296895,0.0016448791454410751,0.0045624477788805962,258.6670524630552,226.30301458595869,0.0,265.11170979400873,227.25574846448924,246.0,245.0,0.0,1,1,96.69855225342792,3.0514295186322933,nan,227.56892286321096,1,70,0.42491984861901511,69.0,1,-0.89670080201773317,-2.916701866636572
71,1,0,nan,monochrome,nan,nan,70,nan,0,0,nan,1,1,494,442,161,0,nan,nan,70,45103,254.0,217.0,1.0,1.3079728641553861,0.8637685455835058,1.0,0.55070818070818073,0.44129612579945954,345.37922487979472,354.46438467073108,93.914855054991165,29.225927802356669,25.495097567963924,192.12336201263631,174.03271525124839,52.194336584957746,1133.2939999999953,0.8831171374027118,3.2966353849042207,202.76956006838009,0.0034485389478504658,0.00027466239407658577,6.4475237894823971,0.0038147554732859135,0.0096894791349768639,0.0034447600678205021,0.0044957000658133626,0.0036774242762476206,0.0032654306851327419,0.0032501716632395983,9.3993462703703931e-05,0.0016478387773997925,0.0046540019102394581,256.63636128356649,225.86819969976614,0.0,263.00538766822604,226.8712280779549,228.0,228.0,0.0,1,1,95.055077357483356,2.1411326033719309,nan,229.7100554665829,1,71,0.41380459886446508,70.0,1,-2.1063221257826967,-0.38452038653434784
72,1,0,nan,monochrome,nan,nan,71,nan,0,0,nan,1,1,494,442,161,0,nan,nan,71,45212,251.0,210.0,1.0,1.3312938761291659,0.86990863476378411,1.0,0.55426560910127376,0.47842933222800743,350.35429391626604,358.07541105191797,93.914855054991165,29.532481019677068,25.96150997149434,192.79788040960824,172.79925819545645,53.840039325348364,1089.7399999999955,0.88503474601154941,3.155291065108031,203.76571477088146,0.0034485389478504658,0.00025940337218344212,7.0868651865881498,0.0038300144951790571,0.0096131842583417892,0.0034521784082144759,0.004506894514086558,0.0036774242762476206,0.0032806897070258856,0.0032501716632395983,9.8481911411932722e-05,0.0016623145992107746,0.0047150379978120327,255.10769759196805,224.87865067046258,0.0,261.97856763691055,226.61496947712996,220.0,221.0,0.0,1,1,94.207650699822466,1.0583136809129317,nan,230.76836914749583,1,72,0.40823467725600449,71.0,1,-1.0268200313154807,-0.25625860082493546
73,1,0,nan,monochrome,nan,nan,72,nan,0,0,nan,1,1,494,442,161,0,nan,nan,72,45776,246.0,204.0,1.0,1.3417224738243361,0.8697151955468605,1.0,0.54166370843687139,0.41015887791439631,353.86182255639574,357.22961803299569,94.51454914456292,28.981580081055736,25.298221281347036,193.3828111806975,174.64989205841866,54.854814209745825,1184.2619999999952,0.87556783948433003,3.4326085289940238,205.63451771158725,0.0034485389478504658,0.00025940337218344212,7.4589425724388283,0.0038147554732859135,0.0094453347846865654,0.0034498578180844459,0.0044921906176072016,0.0036774242762476206,0.0032501716632395983,0.0032501716632395983,0.00010521234267303934,0.0016499172951753543,0.0046082246117293835,253.30928826822466,222.56143668830222,0.0,260.30985669346381,225.13590090877315,216.0,212.0,0.0,1,1,92.008805433026112,2.2298520225970084,nan,232.99822117009285,1,73,0.39489059174343671,72.0,1,-1.6687109434467402,-1.4790685683568086
74,1,0,nan,monochrome,nan,nan,73,nan,0,0,nan,1,1,494,442,161,0,nan,nan,73,46220,250.0,205.0,1.0,1.3213422901430745,0.8681221296978413,1.0,0.54264111956419647,0.42211323700115366,352.47125782447193,357.19182521440774,93.605555390692487,29.535983195107733,26.0,195.16147160748713,174.94933798908414,54.412344847827335,1173.0199999999952,0.88455097842208508,3.4198062096256763,207.53621914819814,0.0034485389478504658,0.00025940337218344212,7.5663020867457247,0.0038452735170722008,0.00950637087225914,0.0034543497066926022,0.0044901821537905269,0.0036774242762476206,0.0032501716632395983,0.0032501716632395983,0.00010694016508086668,0.0016322498782202211,0.0046692606993019581,255.45892703386008,222.36318552196195,0.0,262.76648636953701,224.32494591086109,216.0,216.0,0.0,1,1,92.94632688677062,2.58702094579886,nan,235.5852421158917,1,74,0.39453374095923816,73.0,1,2.4566296760731916,-0.81095499791206294
75,1,0,nan,monochrome,nan,nan,74,nan,0,0,nan,1,1,494,442,161,0,nan,nan,74,46538,251.0,203.0,1.0,1.3328151798858732,0.87166970066998006,1.0,0.53363146428161912,0.41277091724212428,356.09556240940498,358.50383540486706,94.762861923857074,29.550942929684833,26.0,193.43186107270122,174.52022739357682,56.763467202773079,1190.2939999999953,0.88156847887857559,3.4877698933705688,209.45484279701486,0.0034485389478504658,0.00027466239407658577,7.4746305086553004,0.0040436410345137119,0.0094758523628115654,0.0034566599537864903,0.0045007272078089917,0.0036926832981407642,0.0032806897070258856,0.0032349126413464546,0.00010761833494590386,0.0016410181955503382,0.0046540019102394581,256.4452454482402,220.76480096442396,0.0,263.42545876488032,223.43813657656108,217.0,213.0,0.0,1,1,92.701712262681369,1.1048418046155437,nan,236.69008392050725,1,75,0.39165862264772949,74.0,1,0.6589723953433122,-0.88680933430001119
76,1,0,nan,monochrome,nan,nan,75,nan,0,0,nan,1,1,494,442,161,0,nan,nan,75,46128,252.0,210.0,1.0,1.3061326351774385,0.86294869048803524,1.0,0.5591272727272727,0.50117103688125264,348.83785865399375,357.76109346881196,95.603347221736954,30.069134715957723,26.40075756488817,196.11619277080675,176.264824743102,53.037049744329039,1075.4599999999957,0.8937542989450028,3.1542534516192973,209.74659542203881,0.0034485389478504658,0.00030518043786287308,7.2304550888408503,0.0039063096046447754,0.0094148162752389908,0.003458611240810633,0.0045470559187920307,0.0037079423200339079,0.0032959487289190292,0.0032349126413464546,0.00011054205748465826,0.001640344202275434,0.0050659952685236931,256.61137293223879,223.44206094034908,0.0,263.68862729795353,224.92258498092264,218.0,195.0,0.0,1,1,93.99887822965843,1.5075956825394141,nan,238.19767960304665,1,76,0.39462549923368834,75.0,1,0.26316853307321253,1.484448404361558
77,1,0,nan,monochrome,nan,nan,76,nan,0,0,nan,1,1,494,442,161,0,nan,nan,76,46236,253.0,208.0,1.0,1.3070133934290706,0.86241561617691331,1.0,0.55895259855655899,0.44929037015100526,349.23566156043489,357.24641355792505,95.817534929677663,30.137014643033599,26.476404589747453,196.8007766258734,176.78339026156451,53.543952980331028,1137.1859999999956,0.89006959082902604,3.345357442041859,210.5918384140823,0.0034485389478504658,0.00030518043786287308,7.3853966237969519,0.0039368276484310627,0.0094148162752389908,0.0034595216567134012,0.0045547157715650644,0.0037079423200339079,0.0032806897070258856,0.0032501716632395983,0.00011798489590943225,0.0016549386208437949,0.005157549399882555,257.94106051817687,223.76563196855028,0.0,265.08184098970497,225.65066182195693,219.0,213.0,0.0,1,1,95.45867402365279,1.5719860932381549,nan,239.76966569628482,1,77,0.39812656762248594,76.0,1,1.3932136917514413,0.72807684103429438
78,1,0,nan,monochrome,nan,nan,77,nan,0,0,nan,1,1,494,442,161,0,nan,nan,77,46119,256.0,205.0,1.0,1.2972335514819884,0.85781678423456054,1.0,0.55774719427244579,0.41134050758599444,346.39792716341003,355.51933843322786,96.426137535421375,30.051788332544223,26.40075756488817,196.05357710468178,178.03315648703745,55.156209901865132,1186.9819999999954,0.88606038482598282,3.495841916417703,210.66372367111035,0.0034485389478504658,0.00030518043786287308,7.0121737752462936,0.00395208690315485,0.0093842986971139908,0.0034578060498691426,0.0045678293907307262,0.0037232013419270515,0.0032654306851327419,0.0032349126413464546,0.0001156561063759065,0.0016495121116151916,0.0052796215750277042,259.77919504211297,223.79861649982485,0.0,266.60985710878379,225.38374639519503,233.0,242.0,0.0,1,1,96.264425906124075,1.5511534757103067,nan,241.32081917199511,1,78,0.39890642770242762,77.0,1,1.5280161190788135,-0.26691542676189783
