ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_FileLocation,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Series,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_TifNum,Metadata_Well,Metadata_Z,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_YFP,Intensity_IntegratedIntensity_YFP,Intensity_LowerQuartileIntensity_YFP,Intensity_MADIntensity_YFP,Intensity_MassDisplacement_YFP,Intensity_MaxIntensityEdge_YFP,Intensity_MaxIntensity_YFP,Intensity_MeanIntensityEdge_YFP,Intensity_MeanIntensity_YFP,Intensity_MedianIntensity_YFP,Intensity_MinIntensityEdge_YFP,Intensity_MinIntensity_YFP,Intensity_StdIntensityEdge_YFP,Intensity_StdIntensity_YFP,Intensity_UpperQuartileIntensity_YFP,Location_CenterMassIntensity_X_YFP,Location_CenterMassIntensity_Y_YFP,Location_CenterMassIntensity_Z_YFP,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_YFP,Location_MaxIntensity_Y_YFP,Location_MaxIntensity_Z_YFP,Number_Object_Number,TrackObjects_Displacement_1500,TrackObjects_DistanceTraveled_1500,TrackObjects_FinalAge_1500,TrackObjects_IntegratedDistance_1500,TrackObjects_Label_1500,TrackObjects_Lifetime_1500,TrackObjects_Linearity_1500,TrackObjects_ParentImageNumber_1500,TrackObjects_ParentObjectNumber_1500,TrackObjects_TrajectoryX_1500,TrackObjects_TrajectoryY_1500
1,1,0,nan,monochrome,nan,nan,0,nan,0,0,nan,1,1,705,598,161,0,nan,nan,0,15590,203.0,306.0,1.0,1.1157226441861532,0.63261346789348283,1.0,0.63096972640440341,0.63458197615435463,166.08365531837558,175.76404638036757,53.413481444294568,19.234954923994792,17.0,139.08077978020921,128.62642460087739,8.3298261548538566,555.62799999999811,0.8862738409937182,1.5629510944709182,51.824460200034082,0.0032959487289190292,3.0518043786287308e-05,0.12194402485680832,0.0034332799259573221,0.0035858701448887587,0.00331133706455703,0.0033242116869810186,0.0033264667727053165,0.0031891355756670237,0.0031586175318807364,4.2152710660893406e-05,4.99333835472136e-05,0.0033569848164916039,216.35190747857385,309.98354393407448,0.0,216.46683771648492,309.94278383579217,213.0,306.0,0.0,1,0.0,0.0,nan,0.0,1,1,nan,0.0,0,0.0,0.0
2,1,0,nan,monochrome,nan,nan,1,nan,0,0,nan,1,1,705,598,161,0,nan,nan,1,16546,192.0,308.0,1.0,1.1475314742170157,0.66789015893646131,1.0,0.65580657946888621,0.59918809319578237,176.05979292677145,183.09560344257315,51.264022471905186,18.767369951529766,16.970562748477139,142.32095475383159,131.03423640815819,8.1240517712310325,589.07399999999825,0.87572774425743605,1.6892652777023613,55.17976652411744,0.0032959487289190292,3.0518043786287308e-05,0.17110746838742558,0.0034485389478504658,0.003616388188675046,0.0033187922941107294,0.0033349308910986001,0.0033264667727053165,0.00317387655377388,0.0031586175318807364,4.2417330843430929e-05,5.0447894469049e-05,0.0033722438383847475,219.97455039895405,308.11133630108463,0.0,220.13894596881423,308.06388250936783,258.0,349.0,0.0,1,4.1248817208817226,4.1248817208817226,nan,4.1248817208817226,1,2,1.0,1.0,1,3.6721082523293092,-1.8789013264243408
3,1,0,nan,monochrome,nan,nan,2,nan,0,0,nan,1,1,705,598,161,0,nan,nan,2,17939,215.0,303.0,1.0,1.1684087720429051,0.67571536085905559,1.0,0.58768222768222766,0.51798568646160481,185.60482708684196,187.51533270642165,54.12947441089743,19.340523413114724,17.11724276862369,152.32216220496676,136.82094348701483,1.288868669294766,659.69799999999805,0.82830428258109201,1.9065995265264064,59.879942001774907,0.0033112077508121729,3.0518043786287308e-05,0.16879106062985907,0.0035553521011024714,0.0035858701448887587,0.0033273988246534142,0.003337975472533302,0.0033417257945984602,0.0031891355756670237,0.0031586175318807364,4.4057590148622687e-05,4.924047760691329e-05,0.0033722438383847475,216.37375975732323,315.2241720163334,0.0,216.53709794302915,315.18161547466411,259.0,354.0,0.0,1,5.2393027627614481,7.9771819439020737,nan,12.102063664783795,1,3,0.43292639238111702,2.0,1,-3.601848025785074,7.117732965296284
4,1,0,nan,monochrome,nan,nan,3,nan,0,0,nan,1,1,705,598,161,0,nan,nan,3,18587,208.0,310.0,1.0,1.1392102986078114,0.62493725871117312,1.0,0.61153517141541092,0.56863804010577812,182.68390922995104,187.52333188166213,55.97320787662612,20.05244271084953,17.804493814764857,152.81941437236333,142.61675698276522,-4.6733434722446807,640.90199999999822,0.85122850404158379,1.8640878915321082,62.118944061221555,0.0033112077508121729,3.0518043786287308e-05,0.16384457598269242,0.003616388188675046,0.003616388188675046,0.003334683169109317,0.0033420640265358344,0.0033417257945984602,0.0032043945975601673,0.00317387655377388,4.6570550652827511e-05,4.8507899072500485e-05,0.0033722438383847475,215.79003012799177,319.88399580934743,0.0,215.94829719696563,319.84160972722873,262.0,361.0,0.0,1,9.9123982112987239,4.6970451086294904,nan,16.799108773413288,1,4,0.59005500500040498,3.0,1,-0.5888007460635265,4.6599942525646156
5,1,0,nan,monochrome,nan,nan,4,nan,0,0,nan,1,1,705,598,161,0,nan,nan,4,18599,220.0,306.0,1.0,1.1606629570190217,0.64171657183510911,1.0,0.61596290776618645,0.54316134417238782,185.68444174764963,189.74720024284943,54.083269131959838,19.578058676483622,17.464249196572979,153.60996364543217,142.4091741306153,-0.85649556516438685,655.97199999999805,0.84129820196765814,1.9077439531683922,62.22769511025399,0.0033112077508121729,3.0518043786287308e-05,0.16188113159855297,0.0034943160135298967,0.0036011291667819023,0.003335216701343343,0.0033457548852225383,0.0033417257945984602,0.0031891355756670237,0.0031586175318807364,4.7212508258645343e-05,4.9130533801410462e-05,0.0033722438383847475,215.24981461918955,319.58766084727858,0.0,215.4011505994946,319.53018979515025,262.0,367.0,0.0,1,9.6464523043891095,0.62956474902895154,nan,17.428673522442239,1,5,0.55348172607443369,4.0,1,-0.54714659747102701,-0.31141993207847918
6,1,0,nan,monochrome,nan,nan,5,nan,0,0,nan,1,1,705,598,161,0,nan,nan,5,18449,222.0,313.0,1.0,1.1387534923481737,0.60705641826610135,1.0,0.62961572588901782,0.58655241435108996,180.73580947065926,189.16923639957952,54.708317466359723,20.001434447701289,17.4928556845359,152.35416713200368,143.62328971520978,-8.9586309773714561,628.69199999999819,0.86294962346227622,1.8478675512596965,61.733836866682395,0.0033112077508121729,3.0518043786287308e-05,0.1317102856118198,0.003524834057316184,0.0035858701448887587,0.0033355009950536037,0.003346188783494086,0.0033417257945984602,0.003219653619453311,0.0031891355756670237,4.6468710879513996e-05,4.7994915771393235e-05,0.0033722438383847475,214.31408817253364,324.29727833835551,0.0,214.42847850832024,324.23199089381541,266.0,368.0,0.0,1,14.433861112279377,4.8013565341847277,nan,22.230030056626966,1,6,0.64929561838250949,5.0,1,-0.97267209117435982,4.7018010986651575
7,1,0,nan,monochrome,nan,nan,6,nan,0,0,nan,1,1,705,598,161,0,nan,nan,6,18466,228.0,314.0,1.0,1.1413866225594966,0.63201346950418924,1.0,0.63951515151515148,0.55932986114743977,182.76807308049118,193.91235133430774,54.0,19.609640701962476,17.102625129629374,152.22545764130601,141.63747101822793,-15.614351786676995,644.1059999999984,0.86479651571207794,1.898481726879254,61.824658564990386,0.0033112077508121729,3.0518043786287308e-05,0.15515157231274618,0.0035553521011024714,0.0036316472105681896,0.0033365232458334869,0.0033480265658502322,0.0033417257945984602,0.00317387655377388,0.0031433585099875927,4.7362472926509469e-05,4.9317911840642756e-05,0.0033722438383847475,213.26337673838427,324.35208539472154,0.0,213.38681901873713,324.25809596014295,261.0,368.0,0.0,1,14.642905326336727,1.0419865482464314,nan,23.272016604873397,1,7,0.62920655201278752,6.0,1,-1.0416594895831111,0.026105066327545501
8,1,0,nan,monochrome,nan,nan,7,nan,0,0,nan,1,1,705,598,161,0,nan,nan,7,19350,227.0,314.0,1.0,1.1181674320475166,0.63482340647174229,1.0,0.63390663390663393,0.58742945692462145,185.38372884920338,191.70028690641024,56.302753041036986,20.634619087313865,18.027756377319946,153.03447474745465,143.23808412095639,-16.587620447550233,643.37999999999829,0.88247366260774385,1.9077592121902853,64.850583642488346,0.0033112077508121729,3.0518043786287308e-05,0.14327356720739329,0.0035400930792093277,0.003570611122995615,0.0033352433779550443,0.0033514513510329892,0.0033569848164916039,0.0032043945975601673,0.00317387655377388,4.5678110685982697e-05,4.8985396948331999e-05,0.0033875028602778912,213.25366689702054,325.57845266675184,0.0,213.37317829457365,325.49943152454779,264.0,366.0,0.0,1,15.861274095445356,1.241410509385181,nan,24.513427114258576,1,8,0.64704433294924424,7.0,1,-0.013640724163479945,1.2413355644048352
9,1,0,nan,monochrome,nan,nan,8,nan,0,0,nan,1,1,705,598,161,0,nan,nan,8,19162,210.0,323.0,1.0,1.1178160315154702,0.65654135709100703,1.0,0.62360062483728196,0.5986696859205064,186.0936190977425,195.42006038275599,58.0,20.969706999946798,18.248287590894659,149.48419053358339,140.36856117081877,-22.203065963786859,634.20799999999826,0.89204413202364885,1.8735484851058573,64.223483619745821,0.0033112077508121729,3.0518043786287308e-05,0.14906810693467629,0.0034943160135298967,0.0035400930792093277,0.0033337161656687851,0.0033516064930459149,0.0033569848164916039,0.003219653619453311,0.0031891355756670237,4.1425858236035879e-05,4.9306877113657697e-05,0.0033875028602778912,211.32568950548909,328.08951561054397,0.0,211.44948335246843,328.00647114079948,206.0,336.0,0.0,1,18.747550343103423,3.1600395357869493,nan,27.673466650045526,1,9,0.67745579475756001,8.0,1,-1.9236949421052145,2.5070396162516886
10,1,0,nan,monochrome,nan,nan,9,nan,0,0,nan,1,1,705,598,161,0,nan,nan,9,19681,214.0,321.0,1.0,1.1095121661018172,0.6672879996493617,1.0,0.64787016920139573,0.60360555682895922,188.75172030919353,199.02261178067181,58.0,21.329249661153458,18.681541692269406,147.63745283876918,140.58224143807089,-26.5010232143438,640.10599999999818,0.89577169905784915,1.8808575565926731,66.078309284988791,0.0033264667727053165,3.0518043786287308e-05,0.14070033676669252,0.0034790569916367531,0.003570611122995615,0.0033407771875535934,0.0033574670639189468,0.0033569848164916039,0.003219653619453311,0.0031433585099875927,4.4577042127152898e-05,5.1185526719865063e-05,0.0033875028602778912,213.37005067842958,327.47667489831292,0.0,213.48219094558203,327.39169757634266,243.0,331.0,0.0,1,17.702336203796179,2.123639963519385,nan,29.79710661356491,1,10,0.59409581048843585,9.0,1,2.0327075931135994,-0.61477356445681153
