ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_FileLocation,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Series,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_TifNum,Metadata_Well,Metadata_Z,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_YFP,Intensity_IntegratedIntensity_YFP,Intensity_LowerQuartileIntensity_YFP,Intensity_MADIntensity_YFP,Intensity_MassDisplacement_YFP,Intensity_MaxIntensityEdge_YFP,Intensity_MaxIntensity_YFP,Intensity_MeanIntensityEdge_YFP,Intensity_MeanIntensity_YFP,Intensity_MedianIntensity_YFP,Intensity_MinIntensityEdge_YFP,Intensity_MinIntensity_YFP,Intensity_StdIntensityEdge_YFP,Intensity_StdIntensity_YFP,Intensity_UpperQuartileIntensity_YFP,Location_CenterMassIntensity_X_YFP,Location_CenterMassIntensity_Y_YFP,Location_CenterMassIntensity_Z_YFP,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_YFP,Location_MaxIntensity_Y_YFP,Location_MaxIntensity_Z_YFP,Number_Object_Number,TrackObjects_Displacement_1500,TrackObjects_DistanceTraveled_1500,TrackObjects_FinalAge_1500,TrackObjects_IntegratedDistance_1500,TrackObjects_Label_1500,TrackObjects_Lifetime_1500,TrackObjects_Linearity_1500,TrackObjects_ParentImageNumber_1500,TrackObjects_ParentObjectNumber_1500,TrackObjects_TrajectoryX_1500,TrackObjects_TrajectoryY_1500
1,1,0,nan,monochrome,nan,nan,0,nan,0,0,nan,1,1,581,575,161,0,nan,nan,0,5871,77.0,116.0,1.0,1.1287743996830137,0.77238411258142103,1.0,0.66496772001359161,0.58843639582213125,109.49330218991443,117.83462988442744,33.600595232822883,12.432656645804673,11.0,75.87749116278404,69.545296668990972,-61.796875759187664,354.0879999999994,0.91555555555555534,1.01228351239115,19.684641789877787,0.0033112077508121729,3.0518043786287308e-05,0.15855363255230026,0.0035553521011024714,0.0036011291667819023,0.0033408696778585807,0.0033528601243191596,0.0033417257945984602,0.003219653619453311,0.00317387655377388,5.5163969346365282e-05,5.6577679665378066e-05,0.0033875028602778912,73.33477670726252,124.09157982780286,0.0,73.471469936978366,124.0112416964742,47.0,138.0,0.0,1,0.0,0.0,nan,0.0,1,1,nan,0.0,0,0.0,0.0
1,2,0,nan,monochrome,nan,nan,0,nan,0,0,nan,1,1,581,575,161,0,nan,nan,0,8956,465.0,343.0,1.0,1.162856833427627,0.74107876249368554,1.0,0.60321950562403182,0.47811907564666167,134.97436959636906,151.00331122197287,40.26164427839479,14.054458396213418,12.041594578792296,94.181500108728798,90.624235061840167,13.080965394673189,485.16999999999859,0.83230333162957126,1.3384298463352025,29.47689020447433,0.0032654306851327419,3.0518043786287308e-05,0.058428371924181662,0.0034180209040641785,0.0036926832981407642,0.0032885254209710133,0.0032913008267613144,0.0032959487289190292,0.00317387655377388,0.003128099488094449,4.2367566226004068e-05,4.7902603755104407e-05,0.0033264667727053165,460.71537524174744,344.44285597442342,0.0,460.77311299687358,344.43389906208131,412.0,375.0,0.0,2,0.0,0.0,nan,0.0,2,1,nan,0.0,0,0.0,0.0
2,1,0,nan,monochrome,nan,nan,1,nan,0,0,nan,1,1,581,575,161,0,nan,nan,1,5671,79.0,116.0,1.0,1.1045082362304002,0.76325092375567949,1.0,0.65545538603791031,0.79716895067474014,105.92445875502098,106.90182411914213,33.955853692699293,13.022390905706198,11.661903789690601,68.27935294736254,68.438023748526973,-55.975158432891327,298.99199999999922,0.97239368998628273,0.82612344529479742,19.242740515852347,0.0033417257945984602,4.5777065679430962e-05,0.28632316679857756,0.0036469062324613333,0.0037842374294996262,0.0033719324297746835,0.0033931829511289627,0.0033722438383847475,0.003219653619453311,0.0032043945975601673,7.8371345599360733e-05,8.1135065478674838e-05,0.0034332799259573221,76.704856895675348,119.4945732721262,0.0,76.963145829659666,119.37101040380885,49.0,133.0,0.0,1,5.8071978603249335,5.8071978603249335,nan,5.8071978603249335,1,2,1.0,1.0,1,3.4916758926813003,-4.640231292665348
2,2,0,nan,monochrome,nan,nan,1,nan,0,0,nan,1,1,581,575,161,0,nan,nan,1,9190,468.0,345.0,1.0,1.1669110697613425,0.74896359649216759,1.0,0.61479796628311478,0.49257483152909687,137.52063693611635,151.3968295572929,40.049968789001575,14.179929085766059,12.165525060596439,94.2546296299993,91.12270687272833,13.626216873345907,484.20199999999869,0.84532953134342093,1.358876935672015,30.303105203900486,0.0032654306851327419,3.0518043786287308e-05,0.044919430563244614,0.0034332799259573221,0.003616388188675046,0.0032982449894951821,0.0032973999133732849,0.0032959487289190292,0.00317387655377388,0.003128099488094449,4.040424969806679e-05,4.75473730568024e-05,0.0033264667727053165,463.13246948256568,347.55663689364189,0.0,463.17725788900981,347.5600652883569,414.0,379.0,0.0,2,3.9437073847701818,3.9437073847701818,nan,3.9437073847701818,2,2,1.0,1.0,2,2.4041448921362303,3.1261662262755863
3,1,0,nan,monochrome,nan,nan,2,nan,0,0,nan,1,1,581,575,161,0,nan,nan,2,6305,88.0,99.0,1.0,1.1598829177131138,0.8036315219342246,1.0,0.67824870912220314,0.67785593347945927,117.08741519681858,116.77756633874505,33.541019662496844,13.02197386791833,12.0,75.73508100479259,69.681904850470232,-67.012823176693544,341.88399999999928,0.93684992570579495,0.98352025612257421,21.552056148182601,0.0033417257945984602,6.1036087572574615e-05,0.36040644499414426,0.0036469062324613333,0.0038452735170722008,0.0033797946945792927,0.0034182483978085015,0.0033875028602778912,0.0032349126413464546,0.0032043945975601673,8.0130111699482461e-05,9.9415026676896988e-05,0.0034790569916367531,79.959707989300583,116.40212997039112,0.0,80.270420301348139,116.21950832672482,52.0,140.0,0.0,1,10.341026784726452,4.5683727707956621,nan,10.375570631120596,1,3,0.99667065575260683,2.0,1,3.3072744716884728,-3.1515020770840323
3,2,0,nan,monochrome,nan,nan,2,nan,0,0,nan,1,1,581,575,161,0,nan,nan,2,9269,469.0,347.0,1.0,1.1646370300892808,0.74949092569609876,1.0,0.60988287932622709,0.50180015222318541,138.01334211548928,151.53877391611692,41.109609582188931,14.3622743126852,12.529964086141668,94.503540013824406,91.366849735745376,13.725748092742752,481.78799999999865,0.84725776965265087,1.3484397646971047,30.554375517414883,0.0032654306851327419,3.0518043786287308e-05,0.042028975812236441,0.0034485389478504658,0.0035858701448887587,0.0032969187400907207,0.0032964047380963299,0.0032959487289190292,0.0031891355756670237,0.003128099488094449,4.3095322110510126e-05,4.6493534297453174e-05,0.0033264667727053165,463.37798151300876,348.9554165765656,0.0,463.4200021577301,348.95457978206929,414.0,375.0,0.0,2,5.2385662544183544,1.4154841762345767,nan,5.3591915610047582,2,3,0.97749188376394058,2.0,2,0.24274426872028698,1.3945144937123928
4,1,0,nan,monochrome,nan,nan,3,nan,0,0,nan,1,1,581,575,161,0,nan,nan,3,7439,80.0,118.0,1.0,1.0998144580768807,0.72156482572003922,1.0,0.64406926406926412,0.52401341872642093,118.48513353421502,123.69316876852982,37.215588131856791,13.798024030563873,12.041594578792296,87.865900586633813,82.032812532038037,-55.012322847253003,422.3679999999992,0.87301959863865741,1.2271457996685058,25.628778509795666,0.0033569848164916039,7.6295109465718269e-05,0.4622223597977555,0.0039063096046447754,0.0039215688593685627,0.0033992958439570797,0.0034451913576819017,0.0034180209040641785,0.0032349126413464546,0.0032043945975601673,0.00010128497784784645,0.00011949321151161504,0.0035095750354230404,81.457751392579809,114.89446898154691,0.0,81.875924183357981,114.69753999193441,64.0,146.0,0.0,1,12.545114213136356,2.2122455395487592,nan,12.587816170669354,1,4,0.99660767547332818,3.0,1,1.6055038820098417,-1.5219683347904152
4,2,0,nan,monochrome,nan,nan,3,nan,0,0,nan,1,1,581,575,161,0,nan,nan,3,9358,468.0,347.0,1.0,1.1682347423890824,0.75299670969839982,1.0,0.61573891301487038,0.50960527885549256,139.14264888995677,152.31546211727817,40.70626487409524,14.407650001391579,12.649110640673518,95.108026438290324,91.559241576600499,13.91782930824581,480.37399999999877,0.84918330308529943,1.3612268250435591,30.885893027065322,0.0032654306851327419,3.0518043786287308e-05,0.036658444171200538,0.0034332799259573221,0.0035553521011024714,0.003303948604474658,0.0033004801268503229,0.0032959487289190292,0.0031891355756670237,0.0031586175318807364,4.1112006420989691e-05,4.6613452495781515e-05,0.0033264667727053165,463.41626900158934,349.53231869659066,0.0,463.45223338320153,349.52521906390257,413.0,380.0,0.0,2,5.7531926271752161,0.5715488096974678,nan,5.9307403707022264,2,4,0.97006314010910111,3.0,2,0.032231225471434755,0.57063928183328017
5,1,0,nan,monochrome,nan,nan,4,nan,0,0,nan,1,1,581,575,161,0,nan,nan,4,7513,76.0,114.0,1.0,1.0911895350786465,0.70860768268315155,1.0,0.65330434782608693,0.58323753409621859,117.86929769954494,124.19742348374221,35.440090293338699,13.574625848749639,12.041594578792296,88.600225733346747,83.16889318336149,-55.298760332277247,402.33599999999916,0.89206839230586543,1.151323719881475,26.039688712218776,0.0033722438383847475,7.6295109465718269e-05,0.50914903278009405,0.0037689784076064825,0.0040283817797899246,0.0034062831949156066,0.0034659508468280016,0.0034332799259573221,0.0032654306851327419,0.003219653619453311,9.3364604331047142e-05,0.00013138725361281115,0.0035400930792093277,83.105965327041531,110.84886707730969,0.0,83.569013709570072,110.63716225209636,61.0,146.0,0.0,1,16.757875498521148,4.3992294250176815,nan,16.987045595687036,1,5,0.98650912568198013,4.0,1,1.6930895262120913,-4.0603777398380458
5,2,0,nan,monochrome,nan,nan,4,nan,0,0,nan,1,1,581,575,161,0,nan,nan,4,9347,469.0,347.0,1.0,1.1678367472991351,0.75294982388818021,1.0,0.61091503267973857,0.50479416270201771,139.03381544455559,151.92432326655268,40.70626487409524,14.333303173635205,12.369316876852981,94.467272267293609,91.495085547370437,13.593081546812595,482.37399999999872,0.85162407179627353,1.3605554280802608,30.86617837077938,0.0032654306851327419,3.0518043786287308e-05,0.04023434651612641,0.0034485389478504658,0.0035858701448887587,0.0033023190001948075,0.0033022550947661689,0.0032959487289190292,0.0031586175318807364,0.0031433585099875927,4.4131425925400148e-05,4.7249169855416578e-05,0.0033264667727053165,464.05443404364712,349.27392865882445,0.0,464.09446881352306,349.26992617952283,414.0,378.0,0.0,2,5.866733566595733,0.69111562330424459,nan,6.621855994006471,2,5,0.88596513906460528,4.0,2,0.6422354303215343,-0.25529288437974174
